Semester|Program Code|Program Short Name|Course Code|Course Name|Credit|ECTS Credit|Course Section|Capacity|Day1|Start Hour1|End Hour1|Instructor Name|Instructor Title|Language of Instruction|Level of Study|Course Objectives|Course Learning Outcomes|Course Content
2024-2025 Fall|909|MMI|9090714|GENERATIVE MODELS FOR MULTIMEDIA|3|8.0|1|20|Friday|09:40|12:30|ERDEM AKAGÜNDÜZ|Assoc.Prof.Dr.|English|Graduate|Via this course and by the successful completion thereof, the students will:Learn a general problem definition of generative modelingLearn details and use of autoregressive modelsLearn generation-related concepts, such as latent spaces, latent codes, and encodingLearn generative neural models.Learn diffusion-based generation.Learn various evaluation criteria for generative models||"This advanced deep learning course offers a comprehensive introduction to the principles and practice of generative modeling. Beginning with a review of the mathematical foundations required for the course, students will gain an understanding of the conventional autoregressive methods used in generative modeling, as well as more contemporary techniques such as deep generative neural models and diffusion models. The course covers all fundamental concepts related to generating media, including latent spaces, latent codes, and encoding.
Throughout the course, students will have access to a wide range of resources, including lectures, readings, and hands-on projects. In addition, a thorough review of recent state-of-the-art studies in the field will be provided each year to ensure students are up to date with the latest advances. By the end of the course, students will have gained the skills and knowledge necessary to tackle real-world generative modeling challenges and become proficient practitioners in this field."
2024-2025 Fall|909|MMI|9090727|DEEP LEARNING: METHODS AND APPLICATIONS|3|8.0|1|15|Monday|13:40|16:30|ALPTEKİN TEMİZEL|Prof.Dr.|English|Graduate|Via this course and by the successful completion thereof, the students will:Learn the fundamentals of deep learningLearn about applications of deep learning in computer visionLearn about convolutional neural networksLearn about generative adversial networksApply the theory to practice during lab sessions on GPU cloudApply the theory and concepts learned during the course in a real-world application via a term project||This course aims to give background knowledge on several topics related to deep learning and provide a laboratory environment for practical applications. Backpropagation convolutional neural networks, generative adversarial networks, energy-based learning and optimization techniques are some of the core topics that will be covered through the lectures. The course aims to balance theory and practice in that it will involve students implementing all of the described algorithms, testing those algorithms under several domains and accessing GPU clouds during laboratory sessions to program examples using Torch.
2024-2025 Fall|909|MMI|9090801|SPECIAL STUDIES|0|10.0|1|0||||HANDE ALEMDAR|Assoc.Prof.Dr.|||||
2024-2025 Fall|909|MMI|9090802|SPECIAL STUDIES|0|10.0|1|0||||STAFF|-|||||
2024-2025 Fall|909|MMI|9090803|SPECIAL STUDIES|0|10.0|1|15|Tuesday|08:40|12:30|HÜSEYİN HACIHABİBOĞLU|Prof.Dr.|||||
2024-2025 Fall|909|MMI|9090804|SPECIAL STUDIES|0|15.0|1|5||||UĞUR HALICI|Prof.Dr.|||||
2024-2025 Fall|909|MMI|9090805|SPECIAL STUDIES|0|15.0|1|5||||AHMET OĞUZ AKYÜZ|Prof.Dr.|||||
2024-2025 Fall|909|MMI|9090806|SPECIAL STUDIES|0|15.0|1|15|Wednesday|08:40|12:30|ALPTEKİN TEMİZEL|Prof.Dr.|||||
2024-2025 Fall|909|MMI|9090807|SPECIAL STUDIES|0|15.0|1|5||||SANİYE TUĞBA TOKEL|Prof.Dr.|||||
2024-2025 Fall|909|MMI|9090808|SPECIAL STUDIES|0|15.0|1|15|Friday|13:40|17:30|ERDEM AKAGÜNDÜZ|Assoc.Prof.Dr.|||||
2024-2025 Fall|909|MMI|9090809|SPECIAL STUDIES|0|15.0|1|5||||GÖKNUR KAPLAN|Assoc.Prof.Dr.|||||
2024-2025 Fall|909|MMI|9090810|SPECIAL STUDIES|0|15.0|1|5||||YUSUF SAHİLLİOĞLU|Prof.Dr.|||||
2024-2025 Fall|909|MMI|9090811|SPECIAL STUDIES|0|15.0|1|15|Monday|08:40|10:30|ELİF SÜRER|Assoc.Prof.Dr.|||||
2024-2025 Fall|909|MMI|9090812|SPECIAL STUDIES|0|15.0|1|0||||SEVGİ ÖZKAN YILDIRIM|Prof.Dr.|||||
2024-2025 Fall|909|MMI|9090901|ADVANCED STUDIES|0|70.0|1|10|Monday|08:40|12:30|ALPTEKİN TEMİZEL|Prof.Dr.|||||
2024-2025 Fall|909|MMI|9090902|ADVANCED STUDIES|0|70.0|1|10|Thursday|09:40|13:30|HÜSEYİN HACIHABİBOĞLU|Prof.Dr.|||||
2024-2025 Fall|909|MMI|9090903|ADVANCED STUDIES|0|70.0|1|10|Wednesday|12:40|14:30|ELİF SÜRER|Assoc.Prof.Dr.|||||
2024-2025 Fall|909|MMI|9090904|ADVANCED STUDIES|0|70.0|1|10|Thursday|13:40|17:30|ERDEM AKAGÜNDÜZ|Assoc.Prof.Dr.|||||
