Semester|Program Code|Program Short Name|Course Code|Course Name|Credit|ECTS Credit|Course Section|Capacity|Day1|Start Hour1|End Hour1|Instructor Name|Instructor Title|Language of Instruction|Level of Study|Course Objectives|Course Learning Outcomes|Course Content|Prerequisite
2024-2025 Fall|908.0|BIN|9080599|MASTERS  THESIS|0.0|50.0|3.0|5.0||||TOLGA ESAT ÖZKURT|Assoc.Prof.Dr.|English|Masters|||Program of research leading to M.S. degree, arranged between students and a faculty member. Students register to this course in all semesters starting from the beginning of their second semester while the research program or thesis writing is in progress.|Not Available
2024-2025 Fall|908.0|BIN|9080599|MASTERS  THESIS|0.0|50.0|4.0|15.0||||BURÇAK OTLU SARITAŞ|Assist.Prof.Dr|English|Masters|||Program of research leading to M.S. degree, arranged between students and a faculty member. Students register to this course in all semesters starting from the beginning of their second semester while the research program or thesis writing is in progress.|Not Available
2024-2025 Fall|908.0|BIN|9080599|MASTERS  THESIS|0.0|50.0|5.0|5.0||||VİLDA PURUTÇUOĞLU|Prof.Dr.|English|Masters|||Program of research leading to M.S. degree, arranged between students and a faculty member. Students register to this course in all semesters starting from the beginning of their second semester while the research program or thesis writing is in progress.|Not Available
2024-2025 Fall|908.0|BIN|9080599|MASTERS  THESIS|0.0|50.0|6.0|0.0||||STAFF|-|English|Masters|||Program of research leading to M.S. degree, arranged between students and a faculty member. Students register to this course in all semesters starting from the beginning of their second semester while the research program or thesis writing is in progress.|Not Available
2024-2025 Fall|908.0|BIN|9080599|MASTERS  THESIS|0.0|50.0|7.0|0.0||||STAFF|-|English|Masters|||Program of research leading to M.S. degree, arranged between students and a faculty member. Students register to this course in all semesters starting from the beginning of their second semester while the research program or thesis writing is in progress.|Not Available
2024-2025 Fall|908.0|BIN|9080599|MASTERS  THESIS|0.0|50.0|8.0|5.0||||MEHMET SOMEL|Prof.Dr.|English|Masters|||Program of research leading to M.S. degree, arranged between students and a faculty member. Students register to this course in all semesters starting from the beginning of their second semester while the research program or thesis writing is in progress.|Not Available
2024-2025 Fall|908.0|BIN|9080599|MASTERS  THESIS|0.0|50.0|9.0|5.0||||AYŞEN AKKAYA|Prof.Dr.|English|Masters|||Program of research leading to M.S. degree, arranged between students and a faculty member. Students register to this course in all semesters starting from the beginning of their second semester while the research program or thesis writing is in progress.|Not Available
2024-2025 Fall|908.0|BIN|9080801|SPECIAL STUDIES|0.0|10.0|1.0|15.0|Thursday|13:40|17:30|YEŞİM AYDIN SON|Assoc.Prof.Dr.||||||
2024-2025 Fall|908.0|BIN|9080802|SPECIAL STUDIES|0.0|10.0|1.0|15.0|Wednesday|08:40|12:30|AYBAR CAN ACAR|Assist.Prof.Dr||||||
2024-2025 Fall|908.0|BIN|9080803|SPECIAL STUDIES|0.0|10.0|1.0|5.0|Wednesday|09:40|13:30|TOLGA ESAT ÖZKURT|Assoc.Prof.Dr.||||||
2024-2025 Fall|908.0|BIN|9080804|SPECIAL STUDIES|0.0|10.0|1.0|15.0|Wednesday|09:40|11:30|BURÇAK OTLU SARITAŞ|Assist.Prof.Dr||||||
2024-2025 Fall|908.0|BIN|9080805|SPECIAL STUDIES|0.0|10.0|1.0|5.0||||VİLDA PURUTÇUOĞLU|Prof.Dr.||||||
2024-2025 Fall|908.0|BIN|9080806|SPECIAL STUDIES|0.0|10.0|1.0|0.0||||STAFF|-||||||
2024-2025 Fall|908.0|BIN|9080807|SPECIAL STUDIES|0.0|10.0|1.0|0.0||||STAFF|-||||||
2024-2025 Fall|908.0|BIN|9080808|SPECIAL STUDIES|0.0|15.0|1.0|5.0||||MEHMET SOMEL|Prof.Dr.||||||
2024-2025 Fall|908.0|BIN|9080809|SPECIAL STUDI|0.0|15.0|1.0|5.0||||AYŞEN AKKAYA|Prof.Dr.||||||
Fall and Spring Semesters.|||9080515|STRUCTURAL BIOINFORMATICS||8.0||||||||English|Graduate|The course objective is to provide fundamentals of structural bioinformatics and computational techniques to analyze molecular structures.Introduction to Structural BioinformaticsUnderstanding the protein structures and interactions.Writing programs to analyze and understand the structures of molecules.Visualization of the structures.Learning the theory of molecular docking, simulations and prediction techniques.||The course is an introduction to structural bioinformatics. Additionally, advanced techniques used in structural bioinformatics will be covered. In the scope of this course, students will learn to analyze, classify, simulate, predict and visualize biological molecules, mainly proteins. We cover the fundamentals of protein structures, structure determination techniques, molecular dynamics simulations, molecular docking and techniques to predict the protein interaction in atomic resolution.|Set 1:9080500Set 2:5710230
Fall and Spring Semesters.|||9080714|MICROARRAY DATA ANALYSIS AND INFORMATICS||8.0||||||Assoc.Prof.Dr. YEÞÝM AYDIN SON||English|Graduate|The main objective of this course is to introduce the participants to advanced bioinformatics, statistical methodologies and software tools for analyzing and managing various microarray data, such as transcriptomics, proteomics and genotyping.|After sucessully completing the course :Students will be able to define different microarray technologies and analysis methods.Students will be able to state different application areas of microarray analysis.Student will be able to recall and select appropiate tools for different applications areas of microarray technologies, anddetermine the correct parameters for the analysis.Students will be able to interpret the results of microarray analysis.Students will be able to prepare a report on a microarray dataset,  and its biological  interpretation on systems biology level.Students are expected to be able to critique currents publications on microarray technologies and analysis.|Microarrays are now an established technology in molecular biology with increasing number of applications in genomics and proteomics research. The main objective of this course is to introduce the participants to advanced bioinformatics, statistical methodologies and software tools for analyzing managing various microarray data, such as transcriptomics, proteomics and genotyping. This course is aimed at advanced MS and PhD students and postdoctoral researchers who are applying or planning to apply microarray analysis and bioinformatics methods in their research. The course will be presented under three major topics. 1) Fundamentals of microarray technology 2) analytics of microarray process 3) microarray informatics while latest software packages is introduced within appropriate lectures.|Not Available
Fall and Spring Semesters.|||9080505|FOUNDATIONS OF SYSTEMS BIOLOGY||8.0||||||||English|Graduate|Upon completion of the course, students should havea solid understanding and appreciation of the convergently evolved regulatory motifs in biological networks,gained the ability to apply a holistic approach to biological phenomena and elucidate emergent behavior of complex biological systems,mastered basic graph-theoretical methods and network analysis techniques,the skill to use state-of-the-art exchange protocols and visualization methods for biological network and pathway information.|Students, who are successful in the course will be able to:implement basic graph theoretic algorithms such as MST, shortest paths, maximal connected components,create code and statistical tools that identify frequent and signifcant motifs in biological networks,preprocess experimental data (e.g. microarray, CHiP-seq, MS-MS) and convert it into a putative network (or integrate these with an existing network),measure and analyze the sensitivity of a system to input (i.e. assess the robustness of a system),perform kinetics calculations to find the behaviour (time response, steady state) of a biochemical dynamical system,visualize large networks and analyze the degree distribution to find out scaling and clustering propertires of the network.|Systems biology aims to study biological phenomena through the modeling of interactions and general system behavior rather than reducing to the individual parts. This course will cover the basic ideas, tools and contributions of the systems biology and biological network analysis. The subjects to be covered include: dynamics of biological networks; common motifs; network analysis, modeling and visualization methods; applications in transcription, protein interaction, metabolic and co-expression networks. The coursework involves in-class discussion of several case studies, a term project, homework assignments and exams.|Not Available
Fall and Spring Semesters.|||9080712|COMPUTATIONAL METHODS IN BIOINFORMATICS||8.0||||||||English|Graduate|The course objective is to learn the fundamentals of machine learning and how to use these techniques to build computational biology applications in python.With this course you will learn how to:1. Describe various machine learning models for computational biology applications.2. Define a machine learning based application for the Bioinformatics domain.3. Design and develop a machine learning model for the Bioinformatics domain4. Calculate the performance of the developed machine learning-based method.5. Describe a current area of research in machine learning.|Upon completion of this course the student will be able to:1. Build machine learning models in python using popular machine learning libraries such as pandas, NumPy and scikit-learn.2. Build and train supervised machine learning models for prediction and binary classification tasks, including linear regression and logistic regression.3. Build and train unsupervised machine learning models such as dimension reduction and clustering.|Recent advances on technology, molecular biology and high-throughput biological experiments result in data accumulation at a large scale. These data have been provided in different platforms and come from different laboratories therefore, there is a need for compilation and comprehensive analysis. The main focus of the course will be to understand the principal concepts of algorithms, mining methods and database management systems used in analyzing, clustering and storing these data from the computer science perspective for bioinformatics students. Programming assignments and presentations of major bioinformatics algorithms will emphasize on understanding and implementation of bioinformatics applications to aid in biological research. Futhermore, understanding the basic computational concepts used in data analysis will gain experience for later working in corporation with computer scientists.|Not Available
Fall Semesters.|||9087999|INTERNATIONAL GRADUATE STUDENT PRACTICE||2.0||||||||English|Graduate|||Sorry no data is found for the course objective.|Not Available
Fall or Spring Semesters.|||9080590|GRADUATE SEMINAR IN BIOINFORMATICS||10.0||||||Assoc.Prof.Dr. NURCAN TUNÇBAÐ||English|Graduate|||The graduate seminar will provide the students an opportunity to present advanced papers in Bioinformatics. The students will read and present papers from frontier Bioinformatics conferences, such as RECOMB, ISMB, PSB, and CSB, and from top journals such as Bioinformatics, PNAS, Science, Nature, Genome Research, and Proteins. This course will be a medium for discussing recent breakthroughs and brainstorming new research ideas. Enrolment in this course for at least two semesters will be mandatory for each graduate student enrolled in the Bioinformatics program.|Not Available
Spring Semesters.|||9080510|INTRODUCTION TO PATHWAY BIOINFORMATICS||8.0||||||Prof.Dr. RENGÜL ATALAY||English|Graduate|The course is interdisciplinary level elective course to be taken by the students from both biological and computational sciences. The aim is to demonstrate the applications of network bioinformatics on various health topics and provide Masters and Ph.D. students an insight into their future thesis projects.|Upon completion of the course, students:Define, explain, and correctly use terms and concepts used to describe cell-signaling pathways for both biological and computational perspective.Evaluate cause and effect relationships in cellular pathway dynamics using Cytoscape with publicly available data sources with hands on data analysis.Understand the importance of Cytoscape Application (plug-in) development.Develop a concept about the involvement of small molecules (drugs) in cellular networksRead and present pathway informatics research publications about drug development, analyze data, form conclusions, develop models and critical thinking, anddesign new pathway analysis approaches in collaboration with students who has biology/computational background.|Introduction to Pathway Bioinformatics course provides an introduction to cellular network analysis, pathway bioinformatics and systems pharmacology research. Students will learn how to construct, analyze and visualize different types of cellular pathways using available tools. Main topics include cell-signaling pathways, gene regulatory networks, data collection and integration of drug-target and drug-drug similarity networks, drug induced gene expressions signatures and other functional cellular networks in 4 major health topics: Cancer, Immunology, Neurology and Cardiovascular system. The coursework involves case studies, one term project, homework assignments and exams.|Not Available
Fall Semesters.|||9080595|MOLECULAR BIOLOGY FOR BIOINFORMATICS||8.0||||||||English|Graduate|||Bioinformatics is an emerging scientific area. This interdisciplinary scientific domain is defined as the application of computer science and information technology to the field of molecular biology, bio-omics and biomedicine. Hence, the clear and concise understanding and analysis of the basic processes in living cells are fundamental to bioinformaticians. This course covers molecular and cellular biology topics which are designed especially for computer scientists and non-biology majors. The course provides information about biomolecules, cellular physiology, cell metabolism machinery, major signaling pathways, cell division, and pathological conditions such as cancer and neurodegenerative disorders tailored for candidate bioinformaticians and computational biologists in a compact manner. Furthermore, experimental principles of recent high-throughput technologies and molecular biology and medicine, which requires computational data analysis, are also covered.|Not Available
Fall or Spring Semesters.|||9080501|INTRODUCTION TO BIOINFORMATICS||8.0||||||||English|Graduate|The main objective of the course is to provide the student with a solid foundation for conducting further research in bioinformatics. By the end of the course, the students will have learned:the bioinformatics terminology,main bioinformatics problems,and the key methods and tools used in bioinformatics|At the end of this course, students will be able to:Understandmain computational problems in life sciences.Understandthe main terminology used in bioinformatics.Applystatistical analyses on results of algorithms.Understandkey methods and tools used in bioinformatics.Designandimplementa computational solution to a molecular biology problem|This course will provide an introduction to bioinformatics. The computational techniques for mining the large amount of information produced by biological experiments such as genome sequencing, microarray technology, and other high-throughput experimental methods will be introduced. The main emphasis of the course is to provide an overview of the area and describe solutions to fundamental problems of bioinformatics such as DNA and protein sequence alignment, protein structural alignment, protein/RNA structure prediction, phylogenetic tree construction, microarray data analysis, and analysis of gene/protein networks.|Not Available
Spring Semesters.|||9080717|CLINICAL BIOINFORMATICS||8.0||||||||English|Graduate|Students who successfully completes the course will:Understand the emerging roles and responsibilities of bioinformaticians in clinicOverview the general principles of genomics research, human genome sequence and variationsLearn the genetic models of inheritance and diseases.Review the current software/tools/platforms, and relevant genomic/bioinformatics resources for the analysis of the genomic dataGain further experience on computer programming and statistical skills for the analysis of large data setsLearn strategies to produce accurate variant lists for further validation, and clinical interpretation|Student, who passed the course satisfactorily will be able to:select right molecular analysis for different cases.outline the genetic model of inheritanceproduce accurate variant lists for further validation, and clinical interpretationSuggest appropriate bioinformatics pipelines, standard operating procedures and strategies for different groups of diseases, clinical cases or research goals.|Translation of bioinformatics application into healthcare is leading the predictive medicine and allow personalized approaches in both diagnosis and treatment. Thus there is an emerging need for bioinformatics who can analyze and interpret results of large genomics data sets and manage investigation of disease related variations and genes. Through formal lectures, students will learn the fundamentals of clinical bioinformatics, review the current software/tools/platforms, and relevant genomic/bioinformatics resources for the analysis of the genomics data. Critical reading assignments and discussion of case studies will allow students to understand current strategies, bioinformatics pipelines, and standard procedures. The program students who have completed the course will be informed about the current applications of bioinformatics in medical genetics and trained in clinical uses of bioinformatics.|Not Available
