Semester|Program Code|Program Short Name|Course Code|Course Name|Credit|ECTS Credit|Course Section|Capacity|Day1|Start Hour1|End Hour1|Instructor Name|Instructor Title|Language of Instruction|Level of Study|Course Objectives|Course Learning Outcomes|Course Content|Prerequisite
2024-2025 Fall|911.0|DI|9110710|DATA ENGINEERING|3.0|8.0|1.0|20.0|Wednesday|13:40|16:30|PEKİN ERHAN EREN|Prof.Dr.|English|Graduate|||This course presents the fundamentals of data engineering, which refers to the development and deployment of systems as well as processes for turning raw data into useful information for various purposes such as advanced analysis and presentation. By combining technology and domain knowledge, the topics are handled based on the data engineering lifecycle, which consists of data generation, storage, ingestion, transformation, and serving. These lifecycle stages are also supplemented by cross-cutting concerns, including subjects such as data management, data architecure, and DataOps. The course focuses on the core principles as opposed to specific tools. It also presents business cases from the industry, and highlights current trends in this dynamically evolving field.|Not Available
2024-2025 Fall|911.0|DI|9110728|Data Analytics Applications in Gaming and Entertainment|3.0|8.0|1.0|20.0|Thursday|13:40|16:30|ELİF SÜRER|Assoc.Prof.Dr.|English|Graduate|Students who successfully complete this course are expected to acquire the knowledge of:•              the fundamentals of data mining and analytics in games•              the basic knowledge of the player’s behavior•              the basic knowledge of the taxonomy of the visualizations in the gameplay•              the recent testbeds and development environments for game programming patternsAt the end of the course, students will be able to pursue graduate studies in data analytics in games and entertainment.|Students who successfully complete this course will understand the data analytics methods in the gaming and entertainment domain and recent research directions in the field. Also, students will become familiar with the frameworks and environments specialized for data analytics of games and entertainment-related applications.|This course aims to provide background information and provide an overview of contemporary data analytics uses in game development and entertainment. The lectures will cover subjects such as player profiling, approaches for analyzing player communities and their social structures, matchmaking, churn prediction and customer lifetime value estimation, analytical results communication, and visual approaches to game analytics. The course aims to balance theory and practice by having students implement all of the described methods, test them in various game environments, and study current research papers on data analytics in games and entertainment.|Not Available
2024-2025 Fall|911.0|DI|9110801|SPECIAL STUDIES|0.0|10.0|1.0|20.0||||PEKİN ERHAN EREN|Prof.Dr.||||||
2024-2025 Fall|911.0|DI|9110802|SPECIAL STUDIES|0.0|10.0|1.0|20.0||||ELİF SÜRER|Assoc.Prof.Dr.||||||
2024-2025 Fall|911.0|DI|9110803|SPECIAL STUDIES|0.0|10.0|1.0|20.0||||TOLGA ESAT ÖZKURT|Assoc.Prof.Dr.||||||
2024-2025 Fall|911.0|DI|9110804|SPECIAL STUDIES|0.0|10.0|1.0|20.0||||BANU GÜNEL KILIÇ|Prof.Dr.||||||
2024-2025 Fall|911.0|DI|9110805|SPECIAL STUDIES|0.0|10.0|1.0|20.0||||ÖZDEN ÖZCAN TOP|Assist.Prof.Dr||||||
2024-2025 Fall|911.0|DI|9110806|SPECIAL STUDIES|0.0|10.0|1.0|20.0|Monday|13:40|17:30|TUĞBA TAŞKAYA TEMİZEL|Prof.Dr.||||||
2024-2025 Fall|911.0|DI|9110807|SPECIAL STUDIES|0.0|10.0|1.0|20.0||||BURÇAK OTLU SARITAŞ|Assist.Prof.Dr||||||
2024-2025 Fall|911.0|DI|9110808|SPECIAL STUDIES|0.0|10.0|1.0|20.0||||ALTAN KOÇYİĞİT|Prof.Dr.||||||
2024-2025 Fall|911.0|DI|9110809|SPECIAL STUDIES|0.0|10.0|1.0|20.0||||ALPTEKİN TEMİZEL|Prof.Dr.||||||
2024-2025 Fall|911.0|DI|9110810|SPECIAL STUDIES|0.0|10.0|1.0|20.0||||BARBAROS YET|Assoc.Prof.Dr.||||||
2024-2025 Fall|911.0|DI|9110811|SPECIAL STUDIES|0.0|10.0|1.0|20.0||||ERDEM AKAGÜNDÜZ|Assoc.Prof.Dr.||||||
Fall and Spring Semesters.|||9110500|RESEARCH METHODS AND ETHICS IN DATA INFORMATICS||10.0||||||||English|Graduate|||This course introduces the necessary background for scientific research and ethics to conduct graduate-level research studies in data informatics. The major goal of the course is to train students as researchers with prompt awareness of research ethics and scientific research methodologies.|Not Available
Fall and Spring Semesters.|||9110725|Transformers and Attention-Based Deep Networks||8.0||||||||English|Graduate|||This course explores advanced concepts and applications of transformers and attention-based models in various domains, focusing particularly on natural language processing (NLP), time series and computer vision as well as unified vision and language understanding. It covers topics such as attention, vanilla transformer, large language models (LLM), LLM frameworks, NLP applications with LLM, Unified Vision-Language Understanding and Multi-modal Transformers, Distillation and data-efficient transformers, explainability, flash attention, in-context learning, prompting, and ethical concerns. The course aims to give both theoretical and practical aspects of the topics and present real-world use cases.|Not Available
Fall and Spring Semesters.|||9110722|SPATIO-TEMPORAL DATA MINING||8.0||||||||English|Graduate|By the end of the course the students will know geographic data management and spatial point processes. They will also know the basics of the current topics in the spatial and spatio-temporal data mining field.|Students who successfully complete this course will:• Understand the differences between raster and vector data,• Store and query geographical data using PostgreSQL and PostGIS,• Visualize and analyze data using QGIS,• Understand random point process and spatial autocorrelation,• Understand various algorithms on spatio-temporal analysis including clustering and regression.|This course introduces theories and techniques to store, visualize, and analyze spatio-temporal data. Spatio-temporal data are being collected in large quantities, especially in an urban environment where the location of moving objects (e.g. buses) could be traced with GPS sensors, or the situation in an environment could be monitored using CCTV cameras. Students will experience various software to analyze spatio-temporal data, with an emphasis on application to real-world problems. The course covers a range of topics, including exploratory spatio-temporal data analysis, visualization, regression, clustering, and anomaly detection. Lectures are supported by programming assignments, mainly of which will be implemented in Python. The course is suitable for graduate students who aim to advance their theoretical and practical skills in Geographic Information Systems (GIS), Smart Cities, and other related subjects.|Not Available
